ticker,cik,company_name,country,source,active_status
PM,0001413329,Philip Morris International,US,SEC_EDGAR,listed
PNC,0000713676,PNC Financial Services,US,SEC_EDGAR,listed
PNR,0000077360,Pentair,US,SEC_EDGAR,listed
PNW,0000764622,Pinnacle West Capital,US,SEC_EDGAR,listed
POOL,0000945841,POOL CORP,US,SEC_EDGAR,listed
PPG,0000079879,PPG Industries,US,SEC_EDGAR,listed
PPL,0000922224,PPL Corporation,US,SEC_EDGAR,listed
PRU,0001137774,Prudential Financial,US,SEC_EDGAR,listed
PSA,0001393311,Public Storage,US,SEC_EDGAR,listed
PSKY,0002041610,Paramount Skydance Corporation,US,SEC_EDGAR,listed
PTC,0000857005,PTC Inc.,US,SEC_EDGAR,listed
PVH,0000078239,PVH CORP. /DE/,US,SEC_EDGAR,listed
PWR,0001050915,Quanta Services,US,SEC_EDGAR,listed
PXD,0001038357,PIONEER NATURAL RESOURCES CO,US,SEC_EDGAR,delisted
Q,0002058873,Qnity Electronics,US,SEC_EDGAR,listed
QRVO,0001604778,"Qorvo, Inc.",US,SEC_EDGAR,listed
RCL,0000884887,Royal Caribbean Group,US,SEC_EDGAR,listed
REG,0000910606,Regency Centers,US,SEC_EDGAR,listed
RF,0001281761,Regions Financial Corporation,US,SEC_EDGAR,listed
RHI,0000315213,ROBERT HALF INC.,US,SEC_EDGAR,listed
RJF,0000720005,Raymond James Financial,US,SEC_EDGAR,listed
RL,0001037038,Ralph Lauren Corporation,US,SEC_EDGAR,listed
RMD,0000943819,ResMed|,US,SEC_EDGAR,listed
ROK,0001024478,Rockwell Automation,US,SEC_EDGAR,listed
ROL,0000084839,"Rollins, Inc.",US,SEC_EDGAR,listed
ROP,0000882835,Roper Technologies,US,SEC_EDGAR,listed
ROST,0000745732,Ross Stores,US,SEC_EDGAR,listed
RSG,0001060391,Republic Services,US,SEC_EDGAR,listed
RVTY,0000031791,Revvity,US,SEC_EDGAR,listed
SBAC,0001034054,SBA Communications,US,SEC_EDGAR,listed
SBNY,0001288784,Signature Bank Corp,US,SEC_EDGAR,delisted
SCHW,0000316709,Charles Schwab Corporation,US,SEC_EDGAR,listed
SEDG,0001419612,"SOLAREDGE TECHNOLOGIES, INC.",US,SEC_EDGAR,listed
SEE,0001012100,SEALED AIR CORP/DE,US,SEC_EDGAR,delisted
SHW,0000089800,Sherwin-Williams,US,SEC_EDGAR,listed
SIVB,0000719739,SVB FINANCIAL GROUP,US,SEC_EDGAR,delisted
SJM,0000091419,J.M. Smucker Company (The),US,SEC_EDGAR,listed
SNA,0000091440,Snap-on,US,SEC_EDGAR,listed
SNPS,0000883241,Synopsys,US,SEC_EDGAR,listed
SOLS,0002064953,Solstice Advanced Materials Inc.,US,SEC_EDGAR,listed
SOLV,0001964738,Solventum,US,SEC_EDGAR,listed
SPG,0001063761,Simon Property Group,US,SEC_EDGAR,listed
SPGI,0000064040,S&P Global,US,SEC_EDGAR,listed
STE,0001757898,Steris,US,SEC_EDGAR,listed
STT,0000093751,State Street Corporation,US,SEC_EDGAR,listed
STX,0001137789,Seagate Technology,US,SEC_EDGAR,listed
STZ,0000016918,Constellation Brands,US,SEC_EDGAR,listed
SW,0002005951,Smurfit Westrock,US,SEC_EDGAR,listed
SWK,0000093556,Stanley Black & Decker,US,SEC_EDGAR,listed
SWKS,0000004127,Skyworks Solutions,US,SEC_EDGAR,listed
SYF,0001601712,Synchrony Financial,US,SEC_EDGAR,listed
SYK,0000310764,Stryker Corporation,US,SEC_EDGAR,listed
SYY,0000096021,Sysco,US,SEC_EDGAR,listed
TAP,0000024545,Molson Coors Beverage Company,US,SEC_EDGAR,listed
TDY,0001094285,Teledyne Technologies,US,SEC_EDGAR,listed
TECH,0000842023,Bio-Techne,US,SEC_EDGAR,listed
TEL,0001385157,TE Connectivity,US,SEC_EDGAR,listed
TER,0000097210,Teradyne,US,SEC_EDGAR,listed
TFC,0000092230,Truist Financial,US,SEC_EDGAR,listed
TFX,0000096943,TELEFLEX INC,US,SEC_EDGAR,listed
TJX,0000109198,TJX Companies,US,SEC_EDGAR,listed
TPR,0001116132,"Tapestry, Inc.",US,SEC_EDGAR,listed
TRMB,0000864749,Trimble Inc.,US,SEC_EDGAR,listed
TROW,0001113169,T. Rowe Price,US,SEC_EDGAR,listed
TRV,0000086312,Travelers Companies (The),US,SEC_EDGAR,listed
TSCO,0000916365,Tractor Supply,US,SEC_EDGAR,listed
TSN,0000100493,Tyson Foods,US,SEC_EDGAR,listed
TT,0001466258,Trane Technologies,US,SEC_EDGAR,listed
TTWO,0000946581,Take-Two Interactive,US,SEC_EDGAR,listed
TWTR,0001418091,"TWITTER, INC.",US,SEC_EDGAR,delisted
TXT,0000217346,Textron,US,SEC_EDGAR,listed
TYL,0000860731,Tyler Technologies,US,SEC_EDGAR,listed
UAA,0001336917,"Under Armour, Inc.",US,SEC_EDGAR,listed
UAL,0000100517,United Airlines Holdings,US,SEC_EDGAR,listed
UDR,0000074208,"UDR, Inc.",US,SEC_EDGAR,listed
UHS,0000352915,Universal Health Services,US,SEC_EDGAR,listed
ULTA,0001403568,Ulta Beauty,US,SEC_EDGAR,listed
UNH,0000731766,UnitedHealth Group,US,SEC_EDGAR,listed
URI,0001067701,United Rentals,US,SEC_EDGAR,listed
USB,0000036104,U.S. Bancorp,US,SEC_EDGAR,listed
VLO,0001035002,Valero Energy,US,SEC_EDGAR,listed
VLTO,0001967680,Veralto,US,SEC_EDGAR,listed
VMC,0001396009,Vulcan Materials Company,US,SEC_EDGAR,listed
VMRK,0000906107,Vivmark Residential,US,SEC_EDGAR,listed
VRSK,0001442145,Verisk Analytics,US,SEC_EDGAR,listed
VRSN,0001014473,Verisign,US,SEC_EDGAR,listed
VTR,0000740260,Ventas,US,SEC_EDGAR,listed
VTRS,0001792044,Viatris,US,SEC_EDGAR,listed
WAB,0000943452,Wabtec,US,SEC_EDGAR,listed
WAT,0001000697,Waters Corporation,US,SEC_EDGAR,listed
WBA,0001618921,"Walgreens Boots Alliance, Inc.",US,SEC_EDGAR,delisted
WDC,0000106040,Western Digital,US,SEC_EDGAR,listed
WEC,0000783325,WEC Energy Group,US,SEC_EDGAR,listed
WELL,0000766704,Welltower,US,SEC_EDGAR,listed
WHR,0000106640,WHIRLPOOL CORP /DE/,US,SEC_EDGAR,listed
WLTW,0001140536,WILLIS TOWERS WATSON PLC,US,SEC_EDGAR,listed
WM,0000823768,Waste Management,US,SEC_EDGAR,listed
WMB,0000107263,Williams Companies,US,SEC_EDGAR,listed
WRB,0000011544,W. R. Berkley Corporation,US,SEC_EDGAR,listed
WST,0000105770,West Pharmaceutical Services,US,SEC_EDGAR,listed
WY,0000106535,Weyerhaeuser,US,SEC_EDGAR,listed
WYNN,0001174922,Wynn Resorts,US,SEC_EDGAR,listed
XEL,0000072903,Xcel Energy,US,SEC_EDGAR,listed
XLNX,0000743988,XILINX INC,US,SEC_EDGAR,delisted
XYL,0001524472,Xylem Inc.,US,SEC_EDGAR,listed
YUM,0001041061,Yum! Brands,US,SEC_EDGAR,listed
ZBH,0001136869,Zimmer Biomet,US,SEC_EDGAR,listed
ZBRA,0000877212,Zebra Technologies,US,SEC_EDGAR,listed
ZION,0000109380,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",US,SEC_EDGAR,listed
ZTS,0001555280,Zoetis,US,SEC_EDGAR,listed
ALXN,0000899866,"ALEXION PHARMACEUTICALS, INC.",US,SEC_EDGAR,delisted
BBWI,0000701985,"Bath & Body Works, Inc.",US,SEC_EDGAR,listed
CAG,0000023217,CONAGRA BRANDS INC.,US,SEC_EDGAR,listed
CXO,0001358071,CONCHO RESOURCES INC,US,SEC_EDGAR,delisted
DISCK,0001437107,"Warner Bros. Discovery, Inc.",US,SEC_EDGAR,delisted
DXC,0001688568,DXC Technology Co,US,SEC_EDGAR,listed
ECHO,0001415404,EchoStar CORP,US,SEC_EDGAR,listed
EMN,0000915389,EASTMAN CHEMICAL CO,US,SEC_EDGAR,listed
FLIR,0000354908,"Teledyne FLIR, LLC",US,SEC_EDGAR,delisted
FLS,0000030625,FLOWSERVE CORP,US,SEC_EDGAR,listed
FTI,0001681459,TechnipFMC plc,US,SEC_EDGAR,listed
GPS,0000039911,GAP INC,US,SEC_EDGAR,delisted
HBI,0001359841,Hanesbrands Inc.,US,SEC_EDGAR,delisted
HFC,0000048039,HollyFrontier Corp,US,SEC_EDGAR,delisted
KMX,0001170010,CARMAX INC,US,SEC_EDGAR,listed
KSU,0000054480,KANSAS CITY SOUTHERN,US,SEC_EDGAR,delisted
LEG,0000058492,LEGGETT & PLATT INC,US,SEC_EDGAR,listed
MXIM,0000743316,MAXIM INTEGRATED PRODUCTS INC,US,SEC_EDGAR,delisted
NOV,0001021860,NOV Inc.,US,SEC_EDGAR,listed
PRGO,0001585364,PERRIGO Co plc,US,SEC_EDGAR,listed
SLG,0001040971,SL GREEN REALTY CORP,US,SEC_EDGAR,listed
TIF,0000098246,TIFFANY & CO,US,SEC_EDGAR,delisted
UA,0001336917,"Under Armour, Inc.",US,SEC_EDGAR,listed
UNM,0000005513,Unum Group,US,SEC_EDGAR,listed
VAR,0000203527,VARIAN MEDICAL SYSTEMS INC,US,SEC_EDGAR,delisted
VFC,0000103379,V F CORP,US,SEC_EDGAR,listed
VNO,0000899689,VORNADO REALTY TRUST,US,SEC_EDGAR,listed
VNT,0001786842,Vontier Corp,US,SEC_EDGAR,listed
WU,0001365135,Western Union CO,US,SEC_EDGAR,listed
XRAY,0000818479,DENTSPLY SIRONA Inc.,US,SEC_EDGAR,listed
XRX,0001770450,Xerox Holdings Corp,US,SEC_EDGAR,listed
PARA,0000813828,Paramount Global,US,SEC_EDGAR,delisted
WRK,0001732845,WestRock Co,US,SEC_EDGAR,delisted
