ticker,cik,company_name,inclusion_rule,active_status
VLO,0001035002,Valero Energy,sp500_2021,listed
VLTO,0001967680,Veralto,sp500_2021,listed
VMC,0001396009,Vulcan Materials Company,sp500_2021,listed
VMRK,0000906107,Vivmark Residential,sp500_2021,listed
VRSK,0001442145,Verisk Analytics,sp500_2021,listed
VRSN,0001014473,Verisign,sp500_2021,listed
VTR,0000740260,Ventas,sp500_2021,listed
VTRS,0001792044,Viatris,sp500_2021,listed
WAB,0000943452,Wabtec,sp500_2021,listed
WAT,0001000697,Waters Corporation,sp500_2021,listed
WBA,0001618921,"Walgreens Boots Alliance, Inc.",sp500_2021,delisted
WDC,0000106040,Western Digital,sp500_2021,listed
WEC,0000783325,WEC Energy Group,sp500_2021,listed
WELL,0000766704,Welltower,sp500_2021,listed
WHR,0000106640,WHIRLPOOL CORP /DE/,sp500_2021,listed
WLTW,0001140536,WILLIS TOWERS WATSON PLC,sp500_2021,listed
WM,0000823768,Waste Management,sp500_2021,listed
WMB,0000107263,Williams Companies,sp500_2021,listed
WRB,0000011544,W. R. Berkley Corporation,sp500_2021,listed
WST,0000105770,West Pharmaceutical Services,sp500_2021,listed
WY,0000106535,Weyerhaeuser,sp500_2021,listed
WYNN,0001174922,Wynn Resorts,sp500_2021,listed
XEL,0000072903,Xcel Energy,sp500_2021,listed
XLNX,0000743988,XILINX INC,sp500_2021,delisted
XOM,0002115436,ExxonMobil,sp500_2021,listed
XYL,0001524472,Xylem Inc.,sp500_2021,listed
YUM,0001041061,Yum! Brands,sp500_2021,listed
ZBH,0001136869,Zimmer Biomet,sp500_2021,listed
ZBRA,0000877212,Zebra Technologies,sp500_2021,listed
ZION,0000109380,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",sp500_2021,listed
ZTS,0001555280,Zoetis,sp500_2021,listed
